"Index","HTY.Close"
2012-10-18,13.26
2012-10-19,12.97
2012-10-22,12.81
2012-10-23,12.8
2012-10-24,12.79
2012-10-25,12.75
2012-10-26,12.65
2012-10-31,12.37
2012-11-01,12.68
2012-11-02,12.73
2012-11-05,12.67
2012-11-06,12.71
2012-11-07,12.51
2012-11-08,12.58
2012-11-09,12.58
2012-11-12,12.54
2012-11-13,12.39
2012-11-14,11.61
2012-11-15,11.5
2012-11-16,11.53
2012-11-19,12.06
2012-11-20,12
2012-11-21,12.36
2012-11-23,12.78
2012-11-26,12.88
2012-11-27,12.9
2012-11-28,12.77
2012-11-29,12.72
2012-11-30,12.82
2012-12-03,12.57
2012-12-04,12.86
2012-12-05,12.57
2012-12-06,12.78
2012-12-07,12.76
2012-12-10,12.84
2012-12-11,12.46
2012-12-12,12.35
2012-12-13,12.21
2012-12-14,12.18
2012-12-17,12.01
2012-12-18,12.06
2012-12-19,11.89
2012-12-20,11.98
2012-12-21,11.92
2012-12-24,11.64
2012-12-26,11.78
2012-12-27,11.73
2012-12-28,11.66
2012-12-31,11.84
2013-01-02,12.08
2013-01-03,11.98
2013-01-04,12.05
2013-01-07,12.14
2013-01-08,12.3
2013-01-09,12.44
2013-01-10,12.38
2013-01-11,12.5
2013-01-14,12.57
2013-01-15,12.68
2013-01-16,12.75
2013-01-17,12.74
2013-01-18,12.74
2013-01-22,12.79
2013-01-23,12.81
2013-01-24,12.84
2013-01-25,12.75
2013-01-28,12.73
2013-01-29,12.85
2013-01-30,12.89
2013-01-31,12.9
2013-02-01,12.88
2013-02-04,12.73
2013-02-05,12.89
2013-02-06,12.89
2013-02-07,12.75
2013-02-08,12.8
2013-02-11,12.73
2013-02-12,12.57
2013-02-13,12.48
2013-02-14,12.47
2013-02-15,12.52
2013-02-19,12.49
2013-02-20,12.38
2013-02-21,12.2
2013-02-22,12.53
2013-02-25,12.54
2013-02-26,12.49
2013-02-27,12.63
2013-02-28,12.58
2013-03-01,12.68
2013-03-04,12.9
2013-03-05,12.99
2013-03-06,12.91
2013-03-07,12.47
2013-03-08,12.36
2013-03-11,12.4
2013-03-12,12.31
2013-03-13,12.18
2013-03-14,12.41
2013-03-15,12.6
2013-03-18,12.5
2013-03-19,12.33
2013-03-20,12.33
2013-03-21,12.33
2013-03-22,12.46
2013-03-25,12.58
2013-03-26,12.62
2013-03-27,12.62
2013-03-28,12.75
2013-04-01,12.79
2013-04-02,12.9
2013-04-03,12.67
2013-04-04,12.67
2013-04-05,12.62
2013-04-08,12.6
2013-04-09,12.67
2013-04-10,12.54
2013-04-11,12.57
2013-04-12,12.46
2013-04-15,12.56
2013-04-16,12.54
2013-04-17,12.41
2013-04-18,12.36
2013-04-19,12.44
2013-04-22,12.4
2013-04-23,12.56
2013-04-24,12.56
2013-04-25,12.72
2013-04-26,12.64
2013-04-29,12.67
2013-04-30,12.8
2013-05-01,12.72
2013-05-02,12.79
2013-05-03,12.8
2013-05-06,12.73
2013-05-07,12.74
2013-05-08,12.75
2013-05-09,12.78
2013-05-10,12.87
2013-05-13,12.76
2013-05-14,12.82
2013-05-15,13
2013-05-16,12.98
2013-05-17,12.99
2013-05-20,12.9
2013-05-21,12.9
2013-05-22,13
2013-05-23,12.95
2013-05-24,12.81
2013-05-28,12.81
2013-05-29,12.67
2013-05-30,12.7
2013-05-31,12.75
2013-06-03,12.76
2013-06-04,12.71
2013-06-05,12.66
2013-06-06,12.8
2013-06-07,12.83
2013-06-10,12.76
2013-06-11,12.52
2013-06-12,12.38
2013-06-13,12.27
2013-06-14,12.28
2013-06-17,12.3
2013-06-18,12.47
2013-06-19,12.55
2013-06-20,11.96
2013-06-21,12.1
2013-06-24,11.99
2013-06-25,12.06
2013-06-26,12.04
2013-06-27,12.33
2013-06-28,12.33
2013-07-01,12.46
2013-07-02,12.47
2013-07-03,12.44
2013-07-05,12.38
2013-07-08,12.35
2013-07-09,12.37
2013-07-10,12.2
2013-07-11,12.27
2013-07-12,12.35
2013-07-15,12.66
2013-07-16,12.51
2013-07-17,12.75
2013-07-18,12.65
2013-07-19,12.49
2013-07-22,12.48
2013-07-23,12.64
2013-07-24,12.64
2013-07-25,12.82
2013-07-26,12.5
2013-07-29,12.64
2013-07-30,12.79
2013-07-31,12.81
2013-08-01,12.88
2013-08-02,12.88
2013-08-05,12.98
2013-08-06,12.91
2013-08-07,12.85
2013-08-08,12.97
2013-08-09,12.93
2013-08-12,12.94
2013-08-13,12.9
2013-08-14,12.87
2013-08-15,12.61
2013-08-16,12.44
2013-08-19,12.41
2013-08-20,12.27
2013-08-21,12.26
2013-08-22,12.23
2013-08-23,12.11
2013-08-26,12.05
2013-08-27,11.54
2013-08-28,11.52
2013-08-29,11.55
2013-08-30,11.47
2013-09-03,11.58
2013-09-04,11.66
2013-09-05,11.72
2013-09-06,11.76
2013-09-09,11.69
2013-09-10,11.69
2013-09-11,11.37
2013-09-12,11.33
2013-09-13,11.41
2013-09-16,11.52
2013-09-17,11.54
2013-09-18,11.64
2013-09-19,11.48
2013-09-20,11.41
2013-09-23,11.36
2013-09-24,11.48
2013-09-25,11.61
2013-09-26,11.63
2013-09-27,11.6
2013-09-30,11.52
2013-10-01,11.59
2013-10-02,11.62
2013-10-03,11.44
2013-10-04,11.56
2013-10-07,11.54
2013-10-08,11.41
2013-10-09,11.51
2013-10-10,11.65
2013-10-11,11.67
2013-10-14,11.74
2013-10-15,11.63
2013-10-16,11.64
2013-10-17,11.75
2013-10-18,11.81
2013-10-21,11.77
2013-10-22,12
2013-10-23,11.95
2013-10-24,12.26
2013-10-25,12.26
2013-10-28,12.24
2013-10-29,12.52
2013-10-30,12.57
2013-10-31,12.64
2013-11-01,12.96
2013-11-04,12.65
2013-11-05,12.62
2013-11-06,12.66
2013-11-07,12.67
2013-11-08,12.72
2013-11-11,12.58
2013-11-12,12.66
2013-11-13,12.61
2013-11-14,12.82
2013-11-15,12.74
2013-11-18,12.75
2013-11-19,12.6
2013-11-20,12.55
2013-11-21,12.79
2013-11-22,12.79
2013-11-25,12.7
2013-11-26,12.64
2013-11-27,12.67
2013-11-29,12.54
2013-12-02,12.46
2013-12-03,12.35
2013-12-04,12.27
2013-12-05,12.3
2013-12-06,12.26
2013-12-09,12.38
2013-12-10,12.06
2013-12-11,11.87
2013-12-12,11.75
2013-12-13,11.63
2013-12-16,11.7
2013-12-17,11.75
2013-12-18,11.77
2013-12-19,11.78
2013-12-20,12.3
2013-12-23,12.4
2013-12-24,12.56
2013-12-26,12.68
2013-12-27,12.66
2013-12-30,12.45
2013-12-31,12.46
2014-01-02,12.18
2014-01-03,12.24
2014-01-06,12.18
2014-01-07,12.17
2014-01-08,12.06
2014-01-09,11.94
2014-01-10,12.04
2014-01-13,12.19
2014-01-14,13
2014-01-15,12.85
2014-01-16,12.8
2014-01-17,12.85
2014-01-21,12.91
2014-01-22,12.74
2014-01-23,12.91
2014-01-24,12.73
2014-01-27,12.6
2014-01-28,12.57
2014-01-29,12.48
2014-01-30,12.33
2014-01-31,12.53
2014-02-03,12.58
2014-02-04,12.75
2014-02-05,12.65
2014-02-06,12.79
2014-02-07,12.94
2014-02-10,13
2014-02-11,13.01
2014-02-12,12.88
2014-02-13,13.08
2014-02-14,13
2014-02-18,12.97
2014-02-19,13.16
2014-02-20,12.96
2014-02-21,12.94
2014-02-24,12.93
2014-02-25,13.05
2014-02-26,13.02
2014-02-27,12.85
2014-02-28,12.7
2014-03-03,12.78
2014-03-04,12.91
2014-03-05,12.95
2014-03-06,13.19
2014-03-07,13.01
2014-03-10,13.13
2014-03-11,12.98
2014-03-12,13
2014-03-13,13.01
2014-03-14,12.99
2014-03-17,13.07
2014-03-18,13
2014-03-19,13.03
2014-03-20,12.91
2014-03-21,12.95
2014-03-24,12.9
2014-03-25,12.8
2014-03-26,12.86
2014-03-27,12.75
2014-03-28,12.92
2014-03-31,12.95
2014-04-01,12.68
2014-04-02,12.55
2014-04-03,12.65
2014-04-04,12.68
2014-04-07,12.62
2014-04-08,12.69
2014-04-09,12.91
2014-04-10,12.83
2014-04-11,12.75
2014-04-14,12.66
2014-04-15,12.81
2014-04-16,12.99
2014-04-17,13.03
2014-04-21,13.11
2014-04-22,13.15
2014-04-23,13.09
2014-04-24,13.05
2014-04-25,13.05
2014-04-28,13.1
2014-04-29,13.2
2014-04-30,13.21
2014-05-01,13.16
2014-05-02,13.21
2014-05-05,13.19
2014-05-06,13.17
2014-05-07,13.18
2014-05-08,13.32
2014-05-09,13.55
2014-05-12,13.53
2014-05-13,13.54
2014-05-14,13.5
2014-05-15,13.52
2014-05-16,13.36
2014-05-19,13.5
2014-05-20,13.73
2014-05-21,13.74
2014-05-22,13.89
2014-05-23,13.74
2014-05-27,13.5
2014-05-28,13.35
2014-05-29,13.31
2014-05-30,13.33
2014-06-02,13.31
2014-06-03,13.15
2014-06-04,13.23
2014-06-05,13.21
2014-06-06,13.36
2014-06-09,13.6
2014-06-10,13.17
2014-06-11,13.16
2014-06-12,13.1
2014-06-13,12.89
2014-06-16,12.69
2014-06-17,12.68
2014-06-18,12.7
2014-06-19,12.73
2014-06-20,12.73
2014-06-23,12.98
2014-06-24,12.91
2014-06-25,12.94
2014-06-26,12.89
2014-06-27,13.01
2014-06-30,13
2014-07-01,12.84
2014-07-02,13.11
2014-07-03,13.12
2014-07-07,13.09
2014-07-08,13
2014-07-09,12.85
2014-07-10,12.51
2014-07-11,12.97
2014-07-14,12.88
2014-07-15,12.84
2014-07-16,12.85
2014-07-17,12.73
2014-07-18,12.76
2014-07-21,12.71
2014-07-22,12.72
2014-07-23,12.94
2014-07-24,12.84
2014-07-25,12.92
2014-07-28,12.72
2014-07-29,12.95
2014-07-30,12.88
2014-07-31,12.54
2014-08-01,12.46
2014-08-04,12.55
2014-08-05,12.2
2014-08-06,12.01
2014-08-07,12.03
2014-08-08,12.19
2014-08-11,12.38
2014-08-12,12.42
2014-08-13,12.63
2014-08-14,12.52
2014-08-15,12.6
2014-08-18,12.65
2014-08-19,12.48
2014-08-20,12.55
2014-08-21,12.52
2014-08-22,12.43
2014-08-25,12.6
2014-08-26,12.53
2014-08-27,12.54
2014-08-28,12.52
2014-08-29,12.41
2014-09-02,12.36
2014-09-03,12.41
2014-09-04,12.52
2014-09-05,12.48
2014-09-08,12.58
2014-09-09,12.56
2014-09-10,12.49
2014-09-11,12.42
2014-09-12,12.4
2014-09-15,12.33
2014-09-16,12.44
2014-09-17,12.43
2014-09-18,12.41
2014-09-19,12.56
2014-09-22,12.38
2014-09-23,12.41
2014-09-24,12.43
2014-09-25,12.46
2014-09-26,12.45
2014-09-29,12.49
2014-09-30,12.34
2014-10-01,12.39
2014-10-02,12.45
2014-10-03,12.49
2014-10-06,12.44
2014-10-07,12.35
2014-10-08,12.47
2014-10-09,12.28
2014-10-10,12.14
2014-10-13,11.8
2014-10-14,11.88
2014-10-15,11.65
2014-10-16,11.92
2014-10-17,12.05
2014-10-20,12.17
2014-10-21,12.35
2014-10-22,12.26
2014-10-23,12.55
2014-10-24,12.38
2014-10-27,12.32
2014-10-28,12.57
2014-10-29,12.6
2014-10-30,12.53
2014-10-31,12.59
2014-11-03,12.58
2014-11-04,12.47
2014-11-05,12.56
2014-11-06,12.54
2014-11-07,12.55
2014-11-10,12.86
2014-11-11,12.72
2014-11-12,12.54
2014-11-13,12.63
2014-11-14,12.51
2014-11-17,12.57
2014-11-18,12.75
2014-11-19,12.7
2014-11-20,12.74
2014-11-21,12.68
2014-11-24,12.88
2014-11-25,12.88
2014-11-26,12.81
2014-11-28,12.89
2014-12-01,12.8
2014-12-02,12.8
2014-12-03,12.7
2014-12-04,12.72
2014-12-05,12.64
2014-12-08,12.66
2014-12-09,12.65
2014-12-10,12.37
2014-12-11,12.21
2014-12-12,11.51
2014-12-15,11.41
2014-12-16,11.15
2014-12-17,11.32
2014-12-18,11.51
2014-12-19,11.62
2014-12-22,11.41
2014-12-23,11.26
2014-12-24,11.26
2014-12-26,11.32
2014-12-29,11.29
2014-12-30,11.36
2014-12-31,11.22
2015-01-02,11.16
2015-01-05,10.93
2015-01-06,10.77
2015-01-07,10.97
2015-01-08,11.06
2015-01-09,10.96
2015-01-12,11
2015-01-13,10.92
