"Index","PODD.Close"
2007-10-24,25.85
2007-10-25,25.9
2007-10-26,26.62
2007-10-29,26.89
2007-10-30,25.21
2007-10-31,25.04
2007-11-01,23.83
2007-11-02,23.79
2007-11-05,24.57
2007-11-06,23.5
2007-11-07,23.25
2007-11-08,23.4
2007-11-09,23.4
2007-11-12,23.25
2007-11-13,23.8
2007-11-14,23.3
2007-11-15,23.42
2007-11-16,24.04
2007-11-19,25.4
2007-11-20,25.46
2007-11-21,24.93
2007-11-23,25.03
2007-11-26,24.96
2007-11-27,25.12
2007-11-28,26.45
2007-11-29,26.69
2007-11-30,27.46
2007-12-03,24.3
2007-12-04,24.3
2007-12-05,24.94
2007-12-06,25.49
2007-12-07,24.72
2007-12-10,24.87
2007-12-11,24.26
2007-12-12,24.24
2007-12-13,25
2007-12-14,25.02
2007-12-17,23.11
2007-12-18,22.94
2007-12-19,22.36
2007-12-20,23.25
2007-12-21,23.88
2007-12-24,23.5
2007-12-26,23.38
2007-12-27,22.92
2007-12-28,23.4
2007-12-31,23.48
2008-01-02,23.42
2008-01-03,23.26
2008-01-04,23.22
2008-01-07,24.39
2008-01-08,25.27
2008-01-09,25.87
2008-01-10,24.47
2008-01-11,24.22
2008-01-14,23.85
2008-01-15,22.5
2008-01-16,22.1
2008-01-17,21.98
2008-01-18,20.78
2008-01-22,20.55
2008-01-23,21.71
2008-01-24,20.26
2008-01-25,19.05
2008-01-28,18.34
2008-01-29,19.09
2008-01-30,19.37
2008-01-31,19.81
2008-02-01,19.94
2008-02-04,19.01
2008-02-05,18
2008-02-06,18.42
2008-02-07,18.61
2008-02-08,17.97
2008-02-11,17.78
2008-02-12,17.7
2008-02-13,17.82
2008-02-14,17.75
2008-02-15,17.76
2008-02-19,17.4
2008-02-20,16.39
2008-02-21,16.32
2008-02-22,17.17
2008-02-25,17.53
2008-02-26,17.65
2008-02-27,17.12
2008-02-28,16.89
2008-02-29,17.13
2008-03-03,16.56
2008-03-04,16.31
2008-03-05,16.7
2008-03-06,16.5
2008-03-07,16.37
2008-03-10,14.99
2008-03-11,15.03
2008-03-12,15.09
2008-03-13,14.59
2008-03-14,14.57
2008-03-17,14.06
2008-03-18,13.26
2008-03-19,13.3
2008-03-20,13.06
2008-03-24,13.22
2008-03-25,12.79
2008-03-26,13.79
2008-03-27,14.97
2008-03-28,14.66
2008-03-31,14.4
2008-04-01,14.39
2008-04-02,15.06
2008-04-03,14.66
2008-04-04,15.72
2008-04-07,16.49
2008-04-08,16.68
2008-04-09,17.61
2008-04-10,17.72
2008-04-11,18.52
2008-04-14,18.39
2008-04-15,18.12
2008-04-16,17.87
2008-04-17,17.36
2008-04-18,18.51
2008-04-21,18
2008-04-22,17.29
2008-04-23,18.14
2008-04-24,18.05
2008-04-25,18.16
2008-04-28,19.8
2008-04-29,19.06
2008-04-30,18.31
2008-05-01,18.67
2008-05-02,20.17
2008-05-05,19.86
2008-05-06,19.93
2008-05-07,19.09
2008-05-08,18.75
2008-05-09,19.1
2008-05-12,19.54
2008-05-13,19.82
2008-05-14,18
2008-05-15,18.16
2008-05-16,17.23
2008-05-19,16.74
2008-05-20,16
2008-05-21,15.95
2008-05-22,15.98
2008-05-23,16
2008-05-27,16.17
2008-05-28,17.25
2008-05-29,16.98
2008-05-30,16.3
2008-06-02,15.78
2008-06-03,15.75
2008-06-04,16.18
2008-06-05,16.25
2008-06-06,15.84
2008-06-09,16.18
2008-06-10,15.93
2008-06-11,15.68
2008-06-12,15.17
2008-06-13,15.21
2008-06-16,15.94
2008-06-17,16.52
2008-06-18,17.28
2008-06-19,17.8
2008-06-20,16.4
2008-06-23,16.2
2008-06-24,16.71
2008-06-25,17.02
2008-06-26,16.46
2008-06-27,16.37
2008-06-30,15.73
2008-07-01,16.32
2008-07-02,16.15
2008-07-03,16.31
2008-07-07,16.45
2008-07-08,16.93
2008-07-09,16.3
2008-07-10,16.08
2008-07-11,16.32
2008-07-14,15.95
2008-07-15,16
2008-07-16,16.77
2008-07-17,16.55
2008-07-18,15.77
2008-07-21,15.03
2008-07-22,15.42
2008-07-23,15.41
2008-07-24,14.77
2008-07-25,14.57
2008-07-28,13.79
2008-07-29,13.07
2008-07-30,13
2008-07-31,13.95
2008-08-01,13.86
2008-08-04,14.06
2008-08-05,14.33
2008-08-06,14.73
2008-08-07,14.36
2008-08-08,14.55
2008-08-11,14.89
2008-08-12,14.91
2008-08-13,15.22
2008-08-14,15.03
2008-08-15,15.22
2008-08-18,14.7
2008-08-19,14.13
2008-08-20,13.62
2008-08-21,13.55
2008-08-22,13.59
2008-08-25,13.67
2008-08-26,13.72
2008-08-27,13.99
2008-08-28,14.26
2008-08-29,14.34
2008-09-02,14.77
2008-09-03,14.51
2008-09-04,14.51
2008-09-05,14.35
2008-09-08,15.08
2008-09-09,14.9
2008-09-10,15.8
2008-09-11,16.03
2008-09-12,16
2008-09-15,15.6
2008-09-16,15.99
2008-09-17,15.73
2008-09-18,15.91
2008-09-19,15.93
2008-09-22,14.92
2008-09-23,15.25
2008-09-24,14.96
2008-09-25,14.73
2008-09-26,14.59
2008-09-29,13.86
2008-09-30,13.92
2008-10-01,13.32
2008-10-02,13.23
2008-10-03,12.8
2008-10-06,11.65
2008-10-07,11.24
2008-10-08,10.28
2008-10-09,8.95
2008-10-10,8.02
2008-10-13,8.74
2008-10-14,9.68
2008-10-15,9.35
2008-10-16,9.87
2008-10-17,9.85
2008-10-20,10.14
2008-10-21,8.67
2008-10-22,8.01
2008-10-23,7.29
2008-10-24,6.52
2008-10-27,5.85
2008-10-28,5.5
2008-10-29,5.5
2008-10-30,5.41
2008-10-31,5.6
2008-11-03,6.5
2008-11-04,6.85
2008-11-05,6.08
2008-11-06,5.65
2008-11-07,4.83
2008-11-10,4.71
2008-11-11,4.6
2008-11-12,4.01
2008-11-13,4.58
2008-11-14,4.29
2008-11-17,4.41
2008-11-18,3.99
2008-11-19,3.74
2008-11-20,3.21
2008-11-21,3.57
2008-11-24,3.86
2008-11-25,4.06
2008-11-26,4.9
2008-11-28,4.89
2008-12-01,4.02
2008-12-02,4.3
2008-12-03,5.22
2008-12-04,6.07
2008-12-05,6.51
2008-12-08,7.06
2008-12-09,7.72
2008-12-10,8.05
2008-12-11,8.28
2008-12-12,7.81
2008-12-15,6.97
2008-12-16,8.11
2008-12-17,8.24
2008-12-18,8
2008-12-19,8.04
2008-12-22,7.51
2008-12-23,7.17
2008-12-24,7.01
2008-12-26,7.17
2008-12-29,6.78
2008-12-30,7.7
2008-12-31,7.72
2009-01-02,7.84
2009-01-05,7.58
2009-01-06,8.68
2009-01-07,8.7
2009-01-08,9.43
2009-01-09,8.95
2009-01-12,8.39
2009-01-13,9.58
2009-01-14,8.75
2009-01-15,9.2
2009-01-16,8.62
2009-01-20,7.95
2009-01-21,8.48
2009-01-22,7.78
2009-01-23,7.78
2009-01-26,8.13
2009-01-27,8.01
2009-01-28,8.56
2009-01-29,8.23
2009-01-30,7.94
2009-02-02,7.93
2009-02-03,7.76
2009-02-04,8.28
2009-02-05,8.41
2009-02-06,8.57
2009-02-09,8.63
2009-02-10,8.13
2009-02-11,8.55
2009-02-12,8.96
2009-02-13,8.95
2009-02-17,8.86
2009-02-18,8
2009-02-19,7.16
2009-02-20,7.86
2009-02-23,6.63
2009-02-24,7.23
2009-02-25,6.74
2009-02-26,6.83
2009-02-27,6.12
2009-03-02,5.41
2009-03-03,5.59
2009-03-04,6.62
2009-03-05,5.11
2009-03-06,3.36
2009-03-09,2.86
2009-03-10,3.2
2009-03-11,2.67
2009-03-12,3.54
2009-03-13,3.14
2009-03-16,3.15
2009-03-17,3.01
2009-03-18,3.28
2009-03-19,3
2009-03-20,2.99
2009-03-23,3.4
2009-03-24,3.04
2009-03-25,3.33
2009-03-26,4.05
2009-03-27,4.39
2009-03-30,4.3
2009-03-31,4.1
2009-04-01,4.24
2009-04-02,4.47
2009-04-03,4.5
2009-04-06,4.01
2009-04-07,3.55
2009-04-08,4.35
2009-04-09,4.32
2009-04-13,4.94
2009-04-14,4.5
2009-04-15,4.26
2009-04-16,5.06
2009-04-17,5.12
2009-04-20,4.63
2009-04-21,5.3
2009-04-22,5.11
2009-04-23,4.86
2009-04-24,5.39
2009-04-27,5.25
2009-04-28,5.36
2009-04-29,5.8
2009-04-30,5.75
2009-05-01,5.71
2009-05-04,6
2009-05-05,6.05
2009-05-06,5.96
2009-05-07,5.7
2009-05-08,6.91
2009-05-11,7.01
2009-05-12,7.16
2009-05-13,6.68
2009-05-14,6.77
2009-05-15,6.75
2009-05-18,7.27
2009-05-19,7.32
2009-05-20,7.6
2009-05-21,7.1
2009-05-22,6.65
2009-05-26,7.17
2009-05-27,7
2009-05-28,7.06
2009-05-29,7.23
2009-06-01,7.83
2009-06-02,7.15
2009-06-03,7.2
2009-06-04,7.17
2009-06-05,7.37
2009-06-08,7.08
2009-06-09,6.99
2009-06-10,6.59
2009-06-11,6.71
2009-06-12,6.66
2009-06-15,6.59
2009-06-16,6.65
2009-06-17,6.84
2009-06-18,6.96
2009-06-19,6.71
2009-06-22,6.52
2009-06-23,6.41
2009-06-24,6.7
2009-06-25,6.64
2009-06-26,6.99
2009-06-29,7.36
2009-06-30,7.7
2009-07-01,7.72
2009-07-02,7.12
2009-07-06,6.79
2009-07-07,6.78
2009-07-08,6.42
2009-07-09,6.28
2009-07-10,6.08
2009-07-13,6.24
2009-07-14,6.19
2009-07-15,6.69
2009-07-16,6.83
2009-07-17,6.91
2009-07-20,7.21
2009-07-21,6.84
2009-07-22,6.69
2009-07-23,7.16
2009-07-24,7.43
2009-07-27,7.35
2009-07-28,7.32
2009-07-29,7.16
2009-07-30,7.06
2009-07-31,6.7
2009-08-03,6.51
2009-08-04,6.69
2009-08-05,7.21
2009-08-06,7.13
2009-08-07,7.23
2009-08-10,7.38
2009-08-11,7.34
2009-08-12,7.91
2009-08-13,8.89
2009-08-14,8.85
2009-08-17,8.3
2009-08-18,8.4
2009-08-19,8.98
2009-08-20,9.6
2009-08-21,9.74
2009-08-24,9.47
2009-08-25,9.47
2009-08-26,9.5
2009-08-27,9.37
2009-08-28,9.29
2009-08-31,9.21
2009-09-01,9.28
2009-09-02,9.27
2009-09-03,9.46
2009-09-04,9.54
2009-09-08,9.5
2009-09-09,9.88
2009-09-10,10.81
2009-09-11,11.25
2009-09-14,11.09
2009-09-15,11.04
2009-09-16,11.1
2009-09-17,11.23
2009-09-18,10.68
2009-09-21,10.8
2009-09-22,10.99
2009-09-23,10.86
2009-09-24,10.58
2009-09-25,10.28
2009-09-28,10.8
2009-09-29,11.17
2009-09-30,11.23
2009-10-01,10.37
2009-10-02,10.27
2009-10-05,10.26
2009-10-06,10.49
2009-10-07,10.44
2009-10-08,10.45
2009-10-09,10.8
2009-10-12,10.86
2009-10-13,11.01
2009-10-14,11.13
2009-10-15,10.94
2009-10-16,10.73
2009-10-19,10.59
2009-10-20,9.84
2009-10-21,9.78
2009-10-22,10.47
2009-10-23,9.46
2009-10-26,8.98
2009-10-27,10.66
2009-10-28,10.97
2009-10-29,10.31
2009-10-30,11.1
2009-11-02,11.86
2009-11-03,11.9
2009-11-04,11.77
2009-11-05,12.04
2009-11-06,12.06
2009-11-09,12.01
2009-11-10,11.81
2009-11-11,11.88
2009-11-12,11.76
2009-11-13,11.76
2009-11-16,12.08
2009-11-17,11.91
2009-11-18,11.85
2009-11-19,11.99
2009-11-20,12.35
2009-11-23,12.56
2009-11-24,12.81
2009-11-25,12.3
2009-11-27,12.32
2009-11-30,12.26
2009-12-01,12.07
2009-12-02,11.99
2009-12-03,11.85
2009-12-04,12.09
2009-12-07,12.37
2009-12-08,12.15
2009-12-09,11.91
2009-12-10,11.57
2009-12-11,11.97
2009-12-14,12.54
2009-12-15,12.94
2009-12-16,12.78
2009-12-17,12.98
2009-12-18,13.37
2009-12-21,13.75
2009-12-22,13.95
2009-12-23,14.09
2009-12-24,14.28
2009-12-28,14.33
2009-12-29,14.4
2009-12-30,14.26
2009-12-31,14.28
2010-01-04,15.03
2010-01-05,15
2010-01-06,14.67
2010-01-07,14.8
2010-01-08,14.06
2010-01-11,14.5
2010-01-12,14.35
2010-01-13,14.46
2010-01-14,14.84
2010-01-15,14.51
2010-01-19,14.65
2010-01-20,14.05
2010-01-21,14.4
2010-01-22,13.8
2010-01-25,13.91
2010-01-26,13.86
2010-01-27,14.25
2010-01-28,13.66
2010-01-29,13.63
2010-02-01,14.04
2010-02-02,14.01
2010-02-03,14
2010-02-04,13.28
2010-02-05,13.06
2010-02-08,13.17
2010-02-09,13.48
2010-02-10,14.76
2010-02-11,15.07
2010-02-12,15.14
2010-02-16,15.28
2010-02-17,15.04
2010-02-18,14.87
2010-02-19,14.86
2010-02-22,15
2010-02-23,14.98
2010-02-24,15
2010-02-25,14.92
2010-02-26,14.7
2010-03-01,15.16
2010-03-02,15.28
2010-03-03,15.22
2010-03-04,15.14
2010-03-05,15.34
2010-03-08,15.62
2010-03-09,15.89
2010-03-10,16.34
2010-03-11,16.47
2010-03-12,15.65
2010-03-15,15.76
2010-03-16,15.04
2010-03-17,15.19
2010-03-18,15.05
2010-03-19,15.06
2010-03-22,15.22
2010-03-23,15.4
2010-03-24,15.39
2010-03-25,14.92
2010-03-26,14.81
2010-03-29,15.09
2010-03-30,15.3
2010-03-31,15.09
2010-04-05,15.65
2010-04-06,15.54
2010-04-07,15.56
2010-04-08,15.22
2010-04-09,15.14
2010-04-12,15.25
2010-04-13,15.01
2010-04-14,14.96
2010-04-15,15.17
2010-04-16,15.15
2010-04-19,15.1
2010-04-20,15.78
2010-04-21,15.47
2010-04-22,15.44
2010-04-23,14.88
2010-04-26,14.74
2010-04-27,14.41
2010-04-28,13.98
2010-04-29,14.22
2010-04-30,13.81
2010-05-03,14.41
2010-05-04,13.92
2010-05-05,14.03
2010-05-06,13.21
2010-05-07,13.99
2010-05-10,14.68
2010-05-11,14.91
2010-05-12,15.71
2010-05-13,15.34
2010-05-14,15.14
2010-05-17,15.27
2010-05-18,15.1
2010-05-19,14.95
2010-05-20,13.84
2010-05-21,13.76
2010-05-24,13.81
2010-05-25,13.85
2010-05-26,13.66
2010-05-27,14.31
2010-05-28,14.57
2010-06-01,14.48
2010-06-02,15.01
2010-06-03,15.08
2010-06-04,14.35
2010-06-07,13.79
2010-06-08,13.62
2010-06-09,13.94
2010-06-10,14.44
2010-06-11,14.99
2010-06-14,15.1
2010-06-15,15.29
2010-06-16,15.36
2010-06-17,15.4
2010-06-18,15.39
2010-06-21,15.29
2010-06-22,15.43
2010-06-23,15.37
2010-06-24,15.2
2010-06-25,15.48
2010-06-28,15.86
2010-06-29,15.44
2010-06-30,15.05
2010-07-01,15.12
2010-07-02,15.28
2010-07-06,15.12
2010-07-07,15.22
2010-07-08,15.28
2010-07-09,15.31
2010-07-12,14.7
2010-07-13,15.34
2010-07-14,15.2
2010-07-15,15.39
2010-07-16,14.57
2010-07-19,14.82
2010-07-20,14.68
2010-07-21,14.4
2010-07-22,14.99
2010-07-23,14.72
2010-07-26,15.04
2010-07-27,15.17
2010-07-28,14.67
2010-07-29,14.9
2010-07-30,14.79
2010-08-02,15.27
2010-08-03,15.07
2010-08-04,15.07
2010-08-05,14.95
2010-08-06,15.01
2010-08-09,15.33
2010-08-10,15.06
2010-08-11,14.91
2010-08-12,14.54
2010-08-13,14.89
2010-08-16,14.96
2010-08-17,15.33
2010-08-18,15.06
2010-08-19,14.65
2010-08-20,14.84
2010-08-23,14.53
2010-08-24,14.09
2010-08-25,14.35
2010-08-26,14.1
2010-08-27,13.69
2010-08-30,13.29
2010-08-31,13.22
2010-09-01,13.54
2010-09-02,13.98
2010-09-03,14.19
2010-09-07,14.05
2010-09-08,13.75
2010-09-09,13.76
2010-09-10,13.79
2010-09-13,14.1
2010-09-14,14.01
2010-09-15,14.02
2010-09-16,13.94
2010-09-17,14.26
2010-09-20,14.78
2010-09-21,14.55
2010-09-22,14.29
2010-09-23,13.89
2010-09-24,13.96
2010-09-27,13.78
2010-09-28,14.01
2010-09-29,14.27
2010-09-30,14.14
2010-10-01,14.77
2010-10-04,14.45
2010-10-05,15.07
2010-10-06,15.32
2010-10-07,15.48
2010-10-08,15.83
2010-10-11,16.06
2010-10-12,16.17
2010-10-13,16.31
2010-10-14,15.99
2010-10-15,15.89
2010-10-18,15.9
2010-10-19,15.71
2010-10-20,16.17
2010-10-21,15.99
2010-10-22,15.92
2010-10-25,15.9
2010-10-26,16
2010-10-27,15.99
2010-10-28,15.85
2010-10-29,15.95
2010-11-01,15.68
2010-11-02,16
2010-11-03,16
2010-11-04,16.05
2010-11-05,14.44
2010-11-08,14.3
2010-11-09,13.96
2010-11-10,14.66
2010-11-11,14.06
2010-11-12,13.72
2010-11-15,13.6
2010-11-16,12.82
2010-11-17,12.77
2010-11-18,12.8
2010-11-19,12.78
2010-11-22,12.79
2010-11-23,12.75
2010-11-24,13.04
2010-11-26,13.6
2010-11-29,13.55
2010-11-30,13.57
2010-12-01,13.94
2010-12-02,13.73
2010-12-03,14.31
2010-12-06,14.1
2010-12-07,14.42
2010-12-08,14.44
2010-12-09,14.48
2010-12-10,14.75
2010-12-13,14.15
2010-12-14,14.59
2010-12-15,14.96
2010-12-16,15.26
2010-12-17,15.06
2010-12-20,15.25
2010-12-21,15.46
2010-12-22,15.52
2010-12-23,15.54
2010-12-27,15.55
2010-12-28,15.5
2010-12-29,15.51
2010-12-30,15.5
2010-12-31,15.5
2011-01-03,16.07
2011-01-04,15.76
2011-01-05,16.07
2011-01-06,16.12
2011-01-07,15.88
2011-01-10,15.82
2011-01-11,16.13
2011-01-12,16.46
2011-01-13,17.25
2011-01-14,17.37
2011-01-18,17.5
2011-01-19,17
2011-01-20,16.99
2011-01-21,16.99
2011-01-24,17.08
2011-01-25,16.86
2011-01-26,17.06
2011-01-27,17.02
2011-01-28,16.61
2011-01-31,17.03
2011-02-01,17.37
2011-02-02,17.36
2011-02-03,17.32
2011-02-04,17.23
2011-02-07,17.48
2011-02-08,17.71
2011-02-09,17.57
2011-02-10,17.61
2011-02-11,18
2011-02-14,17.85
2011-02-15,17.64
2011-02-16,18.01
2011-02-17,18.41
2011-02-18,18.05
2011-02-22,18
2011-02-23,17.72
2011-02-24,18
2011-02-25,18.13
2011-02-28,17.77
2011-03-01,17.49
2011-03-02,17.65
2011-03-03,18.11
2011-03-04,18.09
2011-03-07,17.76
2011-03-08,18.01
2011-03-09,18.13
2011-03-10,17.66
2011-03-11,17.77
2011-03-14,17.71
2011-03-15,17.59
2011-03-16,17.41
2011-03-17,17.83
2011-03-18,18.28
2011-03-21,18.92
2011-03-22,19.01
2011-03-23,19.2
2011-03-24,19.5
2011-03-25,19.87
2011-03-28,19.98
2011-03-29,20.51
2011-03-30,21.09
2011-03-31,20.62
2011-04-01,20.73
2011-04-04,20.75
2011-04-05,20.51
2011-04-06,20.69
2011-04-07,20.52
2011-04-08,20.45
2011-04-11,20.58
2011-04-12,20.77
2011-04-13,20.74
2011-04-14,20.68
2011-04-15,20.92
2011-04-18,21.15
2011-04-19,20.99
2011-04-20,21.01
2011-04-21,21.31
2011-04-25,21.52
2011-04-26,21.52
2011-04-27,21.46
2011-04-28,21.27
2011-04-29,21.49
2011-05-02,21.52
2011-05-03,21.09
2011-05-04,20.65
2011-05-05,20.18
2011-05-06,20.56
2011-05-09,20.58
2011-05-10,20.65
2011-05-11,20.71
2011-05-12,20.9
2011-05-13,20.99
2011-05-16,20.65
2011-05-17,20.49
2011-05-18,21.09
2011-05-19,21.46
2011-05-20,21.29
2011-05-23,20.62
2011-05-24,20.49
2011-05-25,20.71
2011-05-26,20.9
2011-05-27,21.37
2011-05-31,21.08
2011-06-01,20.4
2011-06-02,19.59
2011-06-03,18.97
2011-06-06,18.3
2011-06-07,18.42
2011-06-08,18.59
2011-06-09,18.7
2011-06-10,18.61
2011-06-13,18.91
2011-06-14,19.19
2011-06-15,18.81
2011-06-16,18.71
2011-06-17,19.32
2011-06-20,19.6
2011-06-21,20.47
2011-06-22,20.49
2011-06-23,19.77
2011-06-24,20.6
2011-06-27,21.09
2011-06-28,21.56
2011-06-29,21.86
2011-06-30,22.17
2011-07-01,22.52
2011-07-05,22.6
2011-07-06,22.57
2011-07-07,23.04
2011-07-08,22.94
2011-07-11,22.59
2011-07-12,22.42
2011-07-13,22.47
2011-07-14,21.87
2011-07-15,22.21
2011-07-18,21.59
2011-07-19,22.05
2011-07-20,22.22
2011-07-21,22.66
2011-07-22,22.51
2011-07-25,21.18
2011-07-26,20.35
2011-07-27,19.66
2011-07-28,19.75
2011-07-29,19.66
2011-08-01,19.29
2011-08-02,18.28
2011-08-03,18.51
2011-08-04,17.46
2011-08-05,16.9
2011-08-08,15.21
2011-08-09,16.46
2011-08-10,15.65
2011-08-11,16.33
2011-08-12,17.19
2011-08-15,17.96
2011-08-16,17.68
2011-08-17,17.86
2011-08-18,16.58
2011-08-19,16.57
2011-08-22,16.56
2011-08-23,17.21
2011-08-24,17.01
2011-08-25,16.41
2011-08-26,16.57
2011-08-29,17.12
2011-08-30,17.34
2011-08-31,17.48
2011-09-01,17.48
2011-09-02,16.95
2011-09-06,16.96
2011-09-07,17.47
2011-09-08,17.35
2011-09-09,17.3
2011-09-12,16.81
2011-09-13,17.01
2011-09-14,16.82
2011-09-15,17
2011-09-16,17.45
2011-09-19,16.38
2011-09-20,16.11
2011-09-21,15.82
2011-09-22,14.85
2011-09-23,15.22
2011-09-26,15.56
2011-09-27,16.12
2011-09-28,15.92
2011-09-29,15.75
2011-09-30,15.26
2011-10-03,14.29
2011-10-04,14.94
2011-10-05,16
2011-10-06,15.86
2011-10-07,15.39
2011-10-10,15.64
2011-10-11,15.49
2011-10-12,15.45
2011-10-13,15.04
2011-10-14,15.37
2011-10-17,14.95
2011-10-18,15.54
2011-10-19,15.66
2011-10-20,15.57
2011-10-21,16.01
2011-10-24,16.4
2011-10-25,15.3
2011-10-26,15.22
2011-10-27,16.21
2011-10-28,16.48
2011-10-31,16.32
2011-11-01,15.14
2011-11-02,15.41
2011-11-03,14.85
2011-11-04,17
2011-11-07,16.91
2011-11-08,17.57
2011-11-09,17
2011-11-10,17.3
2011-11-11,18.54
2011-11-14,18.18
2011-11-15,18.7
2011-11-16,17.8
2011-11-17,17.71
2011-11-18,17.4
2011-11-21,17.36
2011-11-22,17.53
2011-11-23,17.27
2011-11-25,17.36
2011-11-28,18
2011-11-29,18
2011-11-30,18.58
2011-12-01,18.2
2011-12-02,18.64
2011-12-05,18.75
2011-12-06,18.94
2011-12-07,18.61
2011-12-08,17.79
2011-12-09,18.51
2011-12-12,18.36
2011-12-13,18.44
2011-12-14,17.86
2011-12-15,17.66
2011-12-16,17.52
2011-12-19,17.61
2011-12-20,18.22
2011-12-21,18.45
2011-12-22,18.71
2011-12-23,18.6
2011-12-27,18.6
2011-12-28,18.58
2011-12-29,18.98
2011-12-30,18.83
2012-01-03,19.06
2012-01-04,19.09
2012-01-05,19.12
2012-01-06,18.81
2012-01-09,18.26
2012-01-10,18.16
2012-01-11,18.99
2012-01-12,19.04
2012-01-13,19.11
2012-01-17,19.17
2012-01-18,19.37
2012-01-19,19.81
2012-01-20,19.9
2012-01-23,19.34
2012-01-24,19.49
2012-01-25,19.68
2012-01-26,19.87
2012-01-27,19.83
2012-01-30,19.55
2012-01-31,19.46
2012-02-01,19.4
2012-02-02,19.74
2012-02-03,19.88
2012-02-06,19.7
2012-02-07,19.58
2012-02-08,19.14
2012-02-09,19.88
2012-02-10,19.65
2012-02-13,20.29
2012-02-14,20.26
2012-02-15,20.02
2012-02-16,20.98
2012-02-17,20.27
2012-02-21,19.96
2012-02-22,19.71
2012-02-23,20.02
2012-02-24,20.48
2012-02-27,20.46
2012-02-28,20.3
2012-02-29,19.74
2012-03-01,19.53
2012-03-02,19.35
2012-03-05,19.06
2012-03-06,18.62
2012-03-07,19.17
2012-03-08,19.6
2012-03-09,19.4
2012-03-12,18.89
2012-03-13,19.36
2012-03-14,19.47
2012-03-15,20.11
2012-03-16,19.98
2012-03-19,19.6
2012-03-20,19.5
2012-03-21,19.28
2012-03-22,19.08
2012-03-23,18.89
2012-03-26,19.1
2012-03-27,19.54
2012-03-28,19.4
2012-03-29,19.52
2012-03-30,19.14
2012-04-02,19.17
2012-04-03,19.36
2012-04-04,18.6
2012-04-05,17.99
2012-04-09,17.77
2012-04-10,17.29
2012-04-11,17.7
2012-04-12,18.24
2012-04-13,17.35
2012-04-16,16.93
2012-04-17,17.03
2012-04-18,17.5
2012-04-19,17.52
2012-04-20,17.76
2012-04-23,17.61
2012-04-24,17.77
2012-04-25,18.24
2012-04-26,18.32
2012-04-27,18.35
2012-04-30,17.86
2012-05-01,17.93
2012-05-02,18.17
2012-05-03,17.98
2012-05-04,17.75
2012-05-07,17.97
2012-05-08,17.8
2012-05-09,17.31
2012-05-10,18.17
2012-05-11,17.98
2012-05-14,18.31
2012-05-15,18.37
2012-05-16,18.37
2012-05-17,18.01
2012-05-18,17.92
2012-05-21,18.51
2012-05-22,18.57
2012-05-23,18.55
2012-05-24,18.65
2012-05-25,18
2012-05-29,18.51
2012-05-30,18.51
2012-05-31,18.42
2012-06-01,17.75
2012-06-04,17.81
2012-06-05,18.03
2012-06-06,18.62
2012-06-07,18.95
2012-06-08,19.41
