"Index","GSPC.Close"
2011-02-02,-0.00273
2011-02-03,0.00235
2011-02-04,0.00288
2011-02-07,0.00622
2011-02-08,0.00418
2011-02-09,-0.00279
2011-02-10,0.00075
2011-02-11,0.00549
2011-02-14,0.00238
2011-02-15,-0.00324
2011-02-16,0.00624
2011-02-17,0.00307
2011-02-18,0.00192
2011-02-22,-0.02074
2011-02-23,-0.00613
2011-02-24,-0.00099
2011-02-25,0.0105
2011-02-28,0.00555
2011-03-01,-0.01586
2011-03-02,0.00161
2011-03-03,0.01707
2011-03-04,-0.00741
2011-03-07,-0.00838
2011-03-08,0.00888
2011-03-09,-0.00136
2011-03-10,-0.01905
2011-03-11,0.00706
2011-03-14,-0.00607
2011-03-15,-0.01126
2011-03-16,-0.01969
2011-03-17,0.01331
2011-03-18,0.0043
2011-03-21,0.01487
2011-03-22,-0.00356
2011-03-23,0.00291
2011-03-24,0.0093
2011-03-25,0.00316
2011-03-28,-0.00275
2011-03-29,0.00704
2011-03-30,0.00666
2011-03-31,-0.00183
2011-04-01,0.00495
2011-04-04,0.00035
2011-04-05,-0.00018
2011-04-06,0.00218
2011-04-07,-0.00152
2011-04-08,-0.00401
2011-04-11,-0.0028
2011-04-12,-0.00781
2011-04-13,0.00019
2011-04-14,8e-05
2011-04-15,0.00392
2011-04-18,-0.01108
2011-04-19,0.00571
2011-04-20,0.01342
2011-04-21,0.00526
2011-04-25,-0.00159
2011-04-26,0.00894
2011-04-27,0.00623
2011-04-28,0.00355
2011-04-29,0.0023
2011-05-02,-0.00175
2011-05-03,-0.00339
2011-05-04,-0.00688
2011-05-05,-0.00911
2011-05-06,0.00381
2011-05-09,0.00453
2011-05-10,0.00804
2011-05-11,-0.01117
2011-05-12,0.00488
2011-05-13,-0.0081
2011-05-16,-0.00622
2011-05-17,-0.00037
2011-05-18,0.00877
2011-05-19,0.00218
2011-05-20,-0.00772
2011-05-23,-0.012
2011-05-24,-0.00083
2011-05-25,0.00318
2011-05-26,0.00395
2011-05-27,0.00407
2011-05-31,0.01054
2011-06-01,-0.02305
2011-06-02,-0.00123
2011-06-03,-0.00978
2011-06-06,-0.01082
2011-06-07,-0.00096
2011-06-08,-0.0042
2011-06-09,0.00735
2011-06-10,-0.01408
2011-06-13,0.00067
2011-06-14,0.01253
2011-06-15,-0.01759
2011-06-16,0.00175
2011-06-17,0.00304
2011-06-20,0.00538
2011-06-21,0.01333
2011-06-22,-0.00649
2011-06-23,-0.00283
2011-06-24,-0.0118
2011-06-27,0.00914
2011-06-28,0.01286
2011-06-29,0.00825
2011-06-30,0.01007
2011-07-01,0.01431
2011-07-05,-0.00134
2011-07-06,0.001
2011-07-07,0.0104
2011-07-08,-0.00699
2011-07-11,-0.01826
2011-07-12,-0.00444
2011-07-13,0.0031
2011-07-14,-0.00674
2011-07-15,0.00554
2011-07-18,-0.00816
2011-07-19,0.01618
2011-07-20,-0.00067
2011-07-21,0.01346
2011-07-22,0.00091
2011-07-25,-0.00566
2011-07-26,-0.00411
2011-07-27,-0.02052
2011-07-28,-0.00324
2011-07-29,-0.00647
2011-08-01,-0.00414
2011-08-02,-0.02589
2011-08-03,0.005
2011-08-04,-0.049
2011-08-05,-0.00058
2011-08-08,-0.06896
2011-08-09,0.04632
2011-08-10,-0.04516
2011-08-11,0.04525
2011-08-12,0.00525
2011-08-15,0.02155
2011-08-16,-0.00979
2011-08-17,0.00095
2011-08-18,-0.04562
2011-08-19,-0.01512
2011-08-22,0.00026
2011-08-23,0.03371
2011-08-24,0.01303
2011-08-25,-0.01569
2011-08-26,0.01501
2011-08-29,0.02789
2011-08-30,0.00234
2011-08-31,0.00491
2011-09-01,-0.01194
2011-09-02,-0.02561
2011-09-06,-0.00746
2011-09-07,0.02824
2011-09-08,-0.01067
2011-09-09,-0.02707
2011-09-12,0.00694
2011-09-13,0.00908
2011-09-14,0.01339
2011-09-15,0.01704
2011-09-16,0.00569
2011-09-19,-0.00985
2011-09-20,-0.00166
2011-09-21,-0.02983
2011-09-22,-0.0324
2011-09-23,0.00606
2011-09-26,0.02307
2011-09-27,0.01063
2011-09-28,-0.02091
2011-09-29,0.00808
2011-09-30,-0.02529
2011-10-03,-0.02886
2011-10-04,0.02224
2011-10-05,0.01771
2011-10-06,0.01814
2011-10-07,-0.0082
2011-10-10,0.03356
2011-10-11,0.00054
2011-10-12,0.00975
2011-10-13,-0.00298
2011-10-14,0.01723
2011-10-17,-0.01956
2011-10-18,0.02021
2011-10-19,-0.01273
2011-10-20,0.00454
2011-10-21,0.01863
2011-10-24,0.01279
2011-10-25,-0.02025
2011-10-26,0.01048
2011-10-27,0.03372
2011-10-28,0.00039
2011-10-31,-0.02505
2011-11-01,-0.02834
2011-11-02,0.01598
2011-11-03,0.01861
2011-11-04,-0.0063
2011-11-07,0.00628
2011-11-08,0.01167
2011-11-09,-0.03739
2011-11-10,0.00859
2011-11-11,0.01929
2011-11-14,-0.0096
2011-11-15,0.00481
2011-11-16,-0.01676
2011-11-17,-0.01694
2011-11-18,-0.00039
2011-11-21,-0.01882
2011-11-22,-0.00415
2011-11-23,-0.02234
2011-11-25,-0.00269
2011-11-28,0.02882
2011-11-29,0.00221
2011-11-30,0.0424
2011-12-01,-0.00191
2011-12-02,-0.00024
2011-12-05,0.01023
2011-12-06,0.00111
2011-12-07,0.00202
2011-12-08,-0.02137
2011-12-09,0.01674
2011-12-12,-0.01503
2011-12-13,-0.00872
2011-12-14,-0.01141
2011-12-15,0.00324
2011-12-16,0.00321
2011-12-19,-0.0118
2011-12-20,0.02939
2011-12-21,0.00195
2011-12-22,0.00823
2011-12-23,0.00899
2011-12-27,8e-05
2011-12-28,-0.01256
2011-12-29,0.01065
2011-12-30,-0.0043
2012-01-03,0.01536
2012-01-04,0.00019
2012-01-05,0.00294
2012-01-06,-0.00254
2012-01-09,0.00226
2012-01-10,0.00885
2012-01-11,0.00031
2012-01-12,0.00233
2012-01-13,-0.00496
2012-01-17,0.00355
2012-01-18,0.01105
2012-01-19,0.00493
2012-01-20,0.00067
2012-01-23,0.00047
2012-01-24,-0.00103
2012-01-25,0.00864
2012-01-26,-0.00577
2012-01-27,-0.00159
2012-01-30,-0.00253
2012-01-31,-0.00046
2012-02-01,0.00886
2012-02-02,0.00109
2012-02-03,0.0145
2012-02-06,-0.00042
2012-02-07,0.00202
2012-02-08,0.00216
2012-02-09,0.00147
2012-02-10,-0.00691
2012-02-13,0.00678
2012-02-14,-0.00094
2012-02-15,-0.0054
2012-02-16,0.01097
2012-02-17,0.00235
2012-02-21,0.00072
2012-02-22,-0.00335
2012-02-23,0.00426
2012-02-24,0.00167
2012-02-27,0.00135
2012-02-28,0.00335
2012-02-29,-0.00475
2012-03-01,0.00614
2012-03-02,-0.00325
2012-03-05,-0.00388
2012-03-06,-0.01549
2012-03-07,0.00688
2012-03-08,0.00977
2012-03-09,0.00362
2012-03-12,0.00016
2012-03-13,0.01797
2012-03-14,-0.0012
2012-03-15,0.00595
2012-03-16,0.00112
2012-03-19,0.00397
2012-03-20,-0.00301
2012-03-21,-0.00187
2012-03-22,-0.00723
2012-03-23,0.0031
2012-03-26,0.01379
2012-03-27,-0.00282
2012-03-28,-0.00495
2012-03-29,-0.00161
2012-03-30,0.00369
2012-04-02,0.00748
2012-04-03,-0.004
2012-04-04,-0.01025
2012-04-05,-0.00063
2012-04-09,-0.01142
2012-04-10,-0.01723
2012-04-11,0.00742
2012-04-12,0.01369
2012-04-13,-0.01255
2012-04-16,-5e-04
2012-04-17,0.01537
2012-04-18,-0.00406
2012-04-19,-0.00595
2012-04-20,0.00117
2012-04-23,-0.00844
2012-04-24,0.00367
2012-04-25,0.01355
2012-04-26,0.00666
2012-04-27,0.00241
2012-04-30,-0.00389
2012-05-01,0.00564
2012-05-02,-0.0025
2012-05-03,-0.00769
2012-05-04,-0.01628
2012-05-07,0.00035
2012-05-08,-0.00429
2012-05-09,-0.00672
2012-05-10,0.00251
2012-05-11,-0.00339
2012-05-14,-0.01118
2012-05-15,-0.00576
2012-05-16,-0.00441
2012-05-17,-0.01517
2012-05-18,-0.00742
2012-05-21,0.01591
2012-05-22,0.00049
2012-05-23,0.00169
2012-05-24,0.00138
2012-05-25,-0.00217
2012-05-29,0.01102
2012-05-30,-0.01444
2012-05-31,-0.00228
2012-06-01,-0.02495
2012-06-04,0.00011
2012-06-05,0.00571
2012-06-06,0.02279
2012-06-07,-0.00011
2012-06-08,0.00808
2012-06-11,-0.0127
2012-06-12,0.01158
2012-06-13,-0.00705
2012-06-14,0.01076
2012-06-15,0.01028
2012-06-18,0.00144
2012-06-19,0.00977
2012-06-20,-0.00169
2012-06-21,-0.02251
2012-06-22,0.00715
2012-06-25,-0.01608
2012-06-26,0.00476
2012-06-27,0.00894
2012-06-28,-0.00211
2012-06-29,0.02461
2012-07-02,0.00246
2012-07-03,0.00621
2012-07-05,-0.0047
2012-07-06,-0.00948
2012-07-09,-0.00164
2012-07-10,-0.00816
2012-07-11,-1e-05
2012-07-12,-0.005
2012-07-13,0.01636
2012-07-16,-0.00232
2012-07-17,0.00738
2012-07-18,0.00666
2012-07-19,0.00271
2012-07-20,-0.01011
2012-07-23,-0.00895
2012-07-24,-0.00908
2012-07-25,-0.00031
2012-07-26,0.01641
2012-07-27,0.0189
2012-07-30,-0.00048
2012-07-31,-0.00433
2012-08-01,-0.0029
2012-08-02,-0.00753
2012-08-03,0.01886
2012-08-06,0.00233
2012-08-07,0.00509
2012-08-08,0.00062
2012-08-09,0.00041
2012-08-10,0.00219
2012-08-13,-0.00125
2012-08-14,-0.00013
2012-08-15,0.00114
2012-08-16,0.00708
2012-08-17,0.00187
2012-08-20,-2e-05
2012-08-21,-0.0035
2012-08-22,0.00023
2012-08-23,-0.0081
2012-08-24,0.00643
2012-08-27,-0.00049
2012-08-28,-0.00081
2012-08-29,0.00084
2012-08-30,-0.00784
2012-08-31,0.00506
2012-09-04,-0.00117
2012-09-05,-0.00107
2012-09-06,0.02023
2012-09-07,0.00404
2012-09-10,-0.00617
2012-09-11,0.00313
2012-09-12,0.00209
2012-09-13,0.01618
2012-09-14,0.00395
2012-09-17,-0.00313
2012-09-18,-0.00128
2012-09-19,0.00118
2012-09-20,-0.00054
2012-09-21,-8e-05
2012-09-24,-0.00224
2012-09-25,-0.01056
2012-09-26,-0.00575
2012-09-27,0.0096
2012-09-28,-0.00449
2012-10-01,0.00265
2012-10-02,0.00087
2012-10-03,0.00362
2012-10-04,0.00715
2012-10-05,-0.00032
2012-10-08,-0.00346
2012-10-09,-0.00994
2012-10-10,-0.00621
2012-10-11,2e-04
2012-10-12,-0.00297
2012-10-15,0.00805
2012-10-16,0.01022
2012-10-17,0.00411
2012-10-18,-0.00245
2012-10-19,-0.01671
2012-10-22,0.00044
2012-10-23,-0.01455
2012-10-24,-0.00309
2012-10-25,0.00299
2012-10-26,-0.00073
2012-10-31,0.00016
2012-11-01,0.01087
2012-11-02,-0.00942
2012-11-05,0.00216
2012-11-06,0.00782
2012-11-07,-0.02399
2012-11-08,-0.01228
2012-11-09,0.0017
2012-11-12,0.00013
2012-11-13,-0.00399
2012-11-14,-0.01395
2012-11-15,-0.00159
2012-11-16,0.00483
2012-11-19,0.01967
2012-11-20,0.00066
2012-11-21,0.00232
2012-11-23,0.01294
2012-11-26,-0.00203
2012-11-27,-0.00524
2012-11-28,0.00783
2012-11-29,0.00426
2012-11-30,0.00016
2012-12-03,-0.00476
2012-12-04,-0.00171
2012-12-05,0.00158
2012-12-06,0.0033
2012-12-07,0.00292
2012-12-10,0.00034
2012-12-11,0.00653
2012-12-12,0.00045
2012-12-13,-0.00634
2012-12-14,-0.00414
2012-12-17,0.0118
2012-12-18,0.01142
2012-12-19,-0.00762
2012-12-20,0.00547
2012-12-21,-0.00942
2012-12-24,-0.00244
2012-12-26,-0.0048
2012-12-27,-0.00122
2012-12-28,-0.01111
2012-12-31,0.0168
2013-01-02,0.02509
2013-01-03,-0.00209
2013-01-04,0.00485
2013-01-07,-0.00313
2013-01-08,-0.00325
2013-01-09,0.00265
2013-01-10,0.00757
2013-01-11,-5e-05
2013-01-14,-0.00093
2013-01-15,0.00113
2013-01-16,2e-04
2013-01-17,0.00563
2013-01-18,0.0034
2013-01-22,0.00442
2013-01-23,0.00151
2013-01-24,1e-05
2013-01-25,0.00543
2013-01-28,-0.00185
2013-01-29,0.00509
2013-01-30,-0.00391
2013-01-31,-0.00257
2013-02-01,0.01
2013-02-04,-0.01161
2013-02-05,0.01036
2013-02-06,0.00055
2013-02-07,-0.00181
2013-02-08,0.00564
2013-02-11,-0.00061
2013-02-12,0.00159
2013-02-13,0.00059
2013-02-14,0.00069
2013-02-15,-0.00105
2013-02-19,0.00731
2013-02-20,-0.01248
2013-02-21,-0.00632
2013-02-22,0.00873
2013-02-25,-0.01848
2013-02-26,0.00609
2013-02-27,0.01265
2013-02-28,-0.00086
2013-03-01,0.00232
2013-03-04,0.0046
2013-03-05,0.00952
2013-03-06,0.00108
2013-03-07,0.00181
2013-03-08,0.00447
2013-03-11,0.00324
2013-03-12,-0.00241
2013-03-13,0.00131
2013-03-14,0.00559
2013-03-15,-0.00162
2013-03-18,-0.00553
2013-03-19,-0.00243
2013-03-20,0.00668
2013-03-21,-0.00832
2013-03-22,0.00715
2013-03-25,-0.00335
2013-03-26,0.00775
2013-03-27,-0.00059
2013-03-28,0.00405
2013-04-01,-0.00448
2013-04-02,0.00516
2013-04-03,-0.0106
2013-04-04,0.00404
2013-04-05,-0.0043
2013-04-08,0.00628
2013-04-09,0.00354
2013-04-10,0.01212
2013-04-11,0.00355
2013-04-12,-0.00284
2013-04-15,-0.02323
2013-04-16,0.01421
2013-04-17,-0.01443
2013-04-18,-0.00672
2013-04-19,0.00881
2013-04-22,0.00465
2013-04-23,0.01037
2013-04-24,1e-05
2013-04-25,0.00403
2013-04-26,-0.00184
2013-04-29,0.00716
2013-04-30,0.00248
2013-05-01,-0.00935
2013-05-02,0.00936
2013-05-03,0.01048
2013-05-06,0.00191
2013-05-07,0.00522
2013-05-08,0.00413
2013-05-09,-0.00369
2013-05-10,0.00431
2013-05-13,4e-05
2013-05-14,0.01009
2013-05-15,0.0051
2013-05-16,-0.00502
2013-05-17,0.01025
2013-05-20,-0.00071
2013-05-21,0.00172
2013-05-22,-0.00831
2013-05-23,-0.00293
2013-05-24,-0.00055
2013-05-28,0.00632
2013-05-29,-0.00707
2013-05-30,0.00366
2013-05-31,-0.01441
2013-06-03,0.00592
2013-06-04,-0.00553
2013-06-05,-0.01388
2013-06-06,0.00845
2013-06-07,0.01275
2013-06-10,-0.00035
2013-06-11,-0.01021
2013-06-12,-0.0084
2013-06-13,0.01468
2013-06-14,-0.0059
2013-06-17,0.00754
2013-06-18,0.00776
2013-06-19,-0.01395
2013-06-20,-0.02533
2013-06-21,0.00267
2013-06-24,-0.01222
2013-06-25,0.00945
2013-06-26,0.00954
2013-06-27,0.00618
2013-06-28,-0.0043
2013-07-01,0.00539
2013-07-02,-0.00055
2013-07-03,0.00082
2013-07-05,0.01015
2013-07-08,0.00524
2013-07-09,0.0072
2013-07-10,0.00018
2013-07-11,0.01346
2013-07-12,0.00308
2013-07-15,0.00137
2013-07-16,-0.00372
2013-07-17,0.00277
2013-07-18,0.00502
2013-07-19,0.00161
2013-07-22,0.00203
2013-07-23,-0.00185
2013-07-24,-0.00382
2013-07-25,0.00255
2013-07-26,0.00083
2013-07-29,-0.00374
2013-07-30,0.00037
2013-07-31,-0.00014
2013-08-01,0.01246
2013-08-02,0.00164
2013-08-05,-0.00148
2013-08-06,-0.00574
2013-08-07,-0.00381
2013-08-08,0.00388
2013-08-09,-0.00358
2013-08-12,-0.00115
2013-08-13,0.00277
2013-08-14,-0.00519
2013-08-15,-0.01438
2013-08-16,-0.00331
2013-08-19,-0.00592
2013-08-20,0.00381
2013-08-21,-0.0058
2013-08-22,0.00858
2013-08-23,0.00394
2013-08-26,-0.00405
2013-08-27,-0.016
2013-08-28,0.00274
2013-08-29,0.00196
2013-08-30,-0.00318
2013-09-03,0.00416
2013-09-04,0.00808
2013-09-05,0.00121
2013-09-06,5e-05
2013-09-09,0.00994
2013-09-10,0.00732
2013-09-11,0.00305
2013-09-12,-0.00339
2013-09-13,0.00271
2013-09-16,0.00568
2013-09-17,0.00421
2013-09-18,0.0121
2013-09-19,-0.00184
2013-09-20,-0.00724
2013-09-23,-0.00473
2013-09-24,-0.0026
2013-09-25,-0.00274
2013-09-26,0.00348
2013-09-27,-0.00408
2013-09-30,-0.00605
2013-10-01,0.00797
2013-10-02,-0.00067
2013-10-03,-0.00902
2013-10-04,0.00703
2013-10-07,-0.00854
2013-10-08,-0.01241
2013-10-09,0.00057
2013-10-10,0.0216
2013-10-11,0.00627
2013-10-14,0.00407
2013-10-15,-0.00709
2013-10-16,0.01373
2013-10-17,0.00672
2013-10-18,0.00653
2013-10-21,9e-05
2013-10-22,0.00572
2013-10-23,-0.00474
2013-10-24,0.00325
2013-10-25,0.00439
2013-10-28,0.00133
2013-10-29,0.00557
2013-10-30,-0.00489
2013-10-31,-0.00385
2013-11-01,0.0029
2013-11-04,0.00356
2013-11-05,-0.00281
2013-11-06,0.00426
2013-11-07,-0.01327
2013-11-08,0.01334
2013-11-11,0.00072
2013-11-12,-0.00237
2013-11-13,0.00806
2013-11-14,0.00483
2013-11-15,0.00421
2013-11-18,-0.00371
2013-11-19,-0.00205
2013-11-20,-0.00364
2013-11-21,0.0081
2013-11-22,0.00495
2013-11-25,-0.00126
2013-11-26,0.00015
2013-11-27,0.00248
2013-11-29,-0.00079
2013-12-02,-0.00272
2013-12-03,-0.0032
2013-12-04,-0.0013
2013-12-05,-0.00435
2013-12-06,0.01118
2013-12-09,0.00182
2013-12-10,-0.00318
2013-12-11,-0.01138
2013-12-12,-0.00378
2013-12-13,-1e-04
2013-12-16,0.0063
2013-12-17,-0.00311
2013-12-18,0.01651
2013-12-19,-0.00058
2013-12-20,0.00481
2013-12-23,0.0053
2013-12-24,0.00291
2013-12-26,0.00473
2013-12-27,-0.00034
2013-12-30,-0.00018
2013-12-31,0.00395
2014-01-02,-0.0089
2014-01-03,-0.00033
2014-01-06,-0.00251
2014-01-07,0.00606
2014-01-08,-0.00021
2014-01-09,0.00035
2014-01-10,0.0023
2014-01-13,-0.01266
2014-01-14,0.01076
2014-01-15,0.00515
2014-01-16,-0.00135
2014-01-17,-0.0039
2014-01-21,0.00277
2014-01-22,0.00057
2014-01-23,-0.00893
2014-01-24,-0.0211
2014-01-27,-0.00489
2014-01-28,0.00612
2014-01-29,-0.01026
2014-01-30,0.0112
2014-01-31,-0.00649
2014-02-03,-0.0231
2014-02-04,0.00761
2014-02-05,-0.00203
2014-02-06,0.01236
2014-02-07,0.01321
2014-02-10,0.00157
2014-02-11,0.011
2014-02-12,-0.00027
2014-02-13,0.00579
2014-02-14,0.0048
2014-02-18,0.00116
2014-02-19,-0.00655
2014-02-20,0.00601
2014-02-21,-0.00192
2014-02-24,0.00617
2014-02-25,-0.00135
2014-02-26,2e-05
2014-02-27,0.00494
2014-02-28,0.00278
2014-03-03,-0.00741
2014-03-04,0.01515
2014-03-05,-5e-05
2014-03-06,0.00172
2014-03-07,0.00054
2014-03-10,-0.00046
2014-03-11,-0.0051
2014-03-12,0.00031
2014-03-13,-0.01177
2014-03-14,-0.00283
2014-03-17,0.00957
2014-03-18,0.00719
2014-03-19,-0.00615
2014-03-20,0.00602
2014-03-21,-0.00294
2014-03-24,-0.00488
2014-03-25,0.00439
2014-03-26,-0.00702
2014-03-27,-0.0019
2014-03-28,0.00463
2014-03-31,0.00789
2014-04-01,0.00701
2014-04-02,0.00285
2014-04-03,-0.00113
2014-04-04,-0.01262
2014-04-07,-0.01081
2014-04-08,0.00374
2014-04-09,0.01086
2014-04-10,-0.02111
2014-04-11,-0.00953
2014-04-14,0.00818
2014-04-15,0.00673
2014-04-16,0.01043
2014-04-17,0.00136
2014-04-21,0.00377
2014-04-22,0.00408
2014-04-23,-0.00222
2014-04-24,0.00172
2014-04-25,-0.00813
2014-04-28,0.00323
2014-04-29,0.00475
2014-04-30,0.00299
2014-05-01,-0.00014
2014-05-02,-0.00135
2014-05-05,0.00187
2014-05-06,-0.00903
2014-05-07,0.0056
2014-05-08,-0.00137
2014-05-09,0.00152
2014-05-12,0.00963
2014-05-13,0.00042
2014-05-14,-0.00471
2014-05-15,-0.00941
2014-05-16,0.00374
2014-05-19,0.00384
2014-05-20,-0.00652
2014-05-21,0.00808
2014-05-22,0.00236
2014-05-23,0.00424
2014-05-27,0.00597
2014-05-28,-0.00111
2014-05-29,0.00535
2014-05-30,0.00184
2014-06-02,0.00073
2014-06-03,-0.00038
2014-06-04,0.00189
2014-06-05,0.0065
2014-06-06,0.00462
2014-06-09,0.00094
2014-06-10,-0.00025
2014-06-11,-0.00354
2014-06-12,-0.00711
2014-06-13,0.00313
2014-06-16,0.00084
2014-06-17,0.00217
2014-06-18,0.00769
2014-06-19,0.00128
2014-06-20,0.00173
